Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Duration_format,Genre_format,Producers_format,Studios_format
"Zone of the Enders: Dolores, I",6.96,"Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi",TV,26,"AT-X, TV Tokyo Music",Sunrise,Game,24 min. per ep.,24,Comedy,AT-X,Sunrise
Erementar Gerad,7.3,"Adventure, Comedy, Super Power, Magic, Romance, Fantasy, Shounen",TV,26,"TV Tokyo, Geneon Universal Entertainment, Sotsu, Victor Entertainment",Xebec,Manga,24 min. per ep.,24,Comedy,TV Tokyo,Xebec
Fushigi no Umi no Nadia,7.54,"Adventure, Comedy, Historical, Romance, Sci-Fi",TV,39,"NHK, Sogo Vision",Gainax,Original,25 min. per ep.,25,Comedy,NHK,Gainax
Fushigi no Umi no Nadia: Original Movie,5.37,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi",Movie,1,NHK,"Gainax, Group TAC",Original,1 hr. 27 min.,87,Action,NHK,Gainax
Saint Seiya: Tenkai-hen Josou - Overture,7.23,"Adventure, Sci-Fi, Shounen",Movie,1,Shueisha,Toei Animation,Manga,1 hr. 20 min.,80,Sci-Fi,Shueisha,Toei Animation
Kyattou Ninden Teyandee,7.05,"Action, Comedy, Mecha, Super Power, Sci-Fi, Shounen",TV,54,"Sotsu, Studio Nue, Dongyang Animation",Tatsunoko Production,Original,24 min. per ep.,24,Comedy,Sotsu,Tatsunoko Production
Macross II: Lovers Again,6.33,"Adventure, Space, Mecha, Military, Sci-Fi, Shounen",OVA,6,"Bandai Visual, Mainichi Broadcasting System, Big West, Hero Communication, Shogakukan",AIC,Original,24 min. per ep.,24,Sci-Fi,Bandai Visual,AIC
Suika,6.47,"Drama, Fantasy, Hentai, Romance",OVA,3,Kitty Media,APPP,Visual novel,30 min. per ep.,30,Drama,Kitty Media,APPP
Aquarian Age: Saga II - Don't Forget Me...,5.85,"Action, Super Power, Drama",OVA,1,Broccoli,Madhouse,Card game,1 hr.,1,Action,Broccoli,Madhouse
Bio Hunter,5.94,"Action, Demons, Horror",OVA,1,BMG Japan,Madhouse,Manga,58 min.,58,Action,BMG Japan,Madhouse
Black Magic M-66,6.38,"Action, Military, Sci-Fi, Mecha",OVA,1,"Bandai Visual, Network","AIC, animate Film",Manga,48 min.,48,Action,Bandai Visual,AIC
Kyoukasho ni Nai!,5.6,"Comedy, Romance, Ecchi, School",OVA,2,Toei Video,AIC,Manga,39 min. per ep.,39,Comedy,Toei Video,AIC
Injuu Gakuen La☆Blue Girl: Fukkatsu-hen,6.13,"Hentai, Demons",OVA,4,Green Bunny,Arms,Manga,30 min. per ep.,30,Hentai,Green Bunny,Arms
Ys,6.49,"Action, Adventure, Demons, Drama, Fantasy, Magic",OVA,7,"Starchild Records, Nihon Falcom, Urban Product",Tokyo Kids,Game,26 min. per ep.,26,Action,Starchild Records,Tokyo Kids
Taiyou no Ko Esteban,7.69,"Adventure, Historical, Sci-Fi",TV,39,DiC Entertainment,Studio Pierrot,Novel,27 min. per ep.,27,Sci-Fi,DiC Entertainment,Studio Pierrot
Mamono Hunter Youko,6.29,"Fantasy, Magic, Comedy, Supernatural, Horror",OVA,6,Toho,Madhouse,Original,36 min. per ep.,36,Comedy,Toho,Madhouse
Gakkou no Kaidan,7.68,"Mystery, Horror, Supernatural",TV,19,"Aniplex, Fuji TV",Studio Pierrot,Original,24 min. per ep.,24,Supernatural,Aniplex,Studio Pierrot
Houma Hunter Lime,6.03,"Comedy, Fantasy",OVA,3,TBS,Production Reed,Visual novel,30 min. per ep.,30,Comedy,TBS,Production Reed
Soukihei MD Geist,5.32,"Action, Military, Sci-Fi, Mecha",OVA,1,Nippon Columbia,Zero-G Room,Original,47 min.,47,Action,Nippon Columbia,Zero-G Room
MD Geist II: Death Force,5.03,"Action, Military, Sci-Fi, Mecha",OVA,1,Nippon Columbia,Zero-G Room,Original,48 min.,48,Action,Nippon Columbia,Zero-G Room
Kidou Keisatsu Patlabor,7.29,"Comedy, Mecha, Police, Sci-Fi",OVA,7,Tohokushinsha Film Corporation,Studio Deen,Original,30 min. per ep.,30,Comedy,Tohokushinsha Film Corporation,Studio Deen
Kidou Keisatsu Patlabor: New OVA,7.56,"Sci-Fi, Comedy, Police, Mecha",OVA,16,Tohokushinsha Film Corporation,Sunrise,Original,25 min. per ep.,25,Comedy,Tohokushinsha Film Corporation,Sunrise
WXIII Kidou Keisatsu Patlabor,6.75,"Sci-Fi, Police, Mecha",Movie,1,"Bandai Visual, Shochiku, Tohokushinsha Film Corporation",Madhouse,Original,1 hr. 42 min.,102,Sci-Fi,Bandai Visual,Madhouse
Afro Samurai,7.36,"Action, Adventure, Samurai",TV,5,"Dentsu, Victor Entertainment, Pony Canyon, Fuji TV",Gonzo,Original,27 min. per ep.,27,Action,Dentsu,Gonzo
Urusei Yatsura,7.69,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",TV,195,"Kitty Films, Fuji TV","Studio Pierrot, Studio Deen",Manga,25 min. per ep.,25,Comedy,Fuji TV,Studio Deen
Project A-Ko 2: Daitokuji Zaibatsu no Inbou,6.51,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,Pony Canyon,APPP,Original,48 min.,48,Comedy,Pony Canyon,APPP
Project A-Ko 3: Cinderella Rhapsody,6.41,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,Pony Canyon,Studio Fantasia,Original,45 min.,45,Comedy,Pony Canyon,Studio Fantasia
Project A-Ko 4: Final,6.46,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,Pony Canyon,Studio Fantasia,Original,53 min.,53,Comedy,Pony Canyon,Studio Fantasia
Flag,7.21,"Mecha, Military",ONA,13,Aniplex,The Answer Studio,Original,24 min. per ep.,24,Mecha,Aniplex,The Answer Studio
Omishi Mahou Gekijou: Risky★Safety,6.64,"Comedy, Shounen",TV,24,Pony Canyon,APPP,Manga,10 min. per ep.,10,Comedy,Pony Canyon,APPP
Chikyuu Bouei Kigyou Dai-Guard,7.13,"Military, Sci-Fi, Adventure, Comedy, Mecha",TV,26,"Sotsu, TV Tokyo Music",Xebec,Original,25 min. per ep.,25,Comedy,Sotsu,Xebec
Digimon Adventure 02,7.24,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50,"Yomiko Advertising, Fuji TV",Toei Animation,Original,25 min. per ep.,25,Comedy,Fuji TV,Toei Animation
DT Eightron,6.33,"Action, Sci-Fi, Shounen",TV,26,Fuji TV,Sunrise,Original,25 min. per ep.,25,Action,Fuji TV,Sunrise
Idaten Jump,6.96,"Game, School, Sports",TV,52,"Aniplex, Trans Arts, MediaNet",Production I.G,Manga,20 min. per ep.,20,School,Aniplex,Production I.G
Eyeshield 21: Maboroshi no Golden Bowl,6.67,"Sports, Shounen",Special,1,Bandai Visual,Production I.G,Manga,29 min.,29,Shounen,Bandai Visual,Production I.G
Earthian,6.1,"Drama, Shoujo, Shounen Ai",OVA,4,Youmex,"J.C.Staff, Production Reed",Manga,45 min. per ep.,45,Drama,Youmex,J.C.Staff
Ohoshi-sama no Rail,7.07,"Historical, Drama",Movie,1,TV Tokyo,Madhouse,Novel,1 hr. 19 min.,79,Drama,TV Tokyo,Madhouse
Fushigi na Koala Blinky,6.3,"Adventure, Comedy, Kids, Fantasy",TV,26,Fuji TV,Nippon Animation,Original,25 min. per ep.,25,Comedy,Fuji TV,Nippon Animation
Dororon Enma-kun,6.3,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural",TV,25,"Fuji TV, Dynamic Planning",Toei Animation,Manga,24 min. per ep.,24,Comedy,Fuji TV,Toei Animation
Shin Megami Tensei: Tokyo Mokushiroku,5.43,"Action, Sci-Fi, Horror, Demons, Supernatural",OVA,2,"Sony Music Entertainment, Sanctuary",J.C.Staff,Manga,30 min. per ep.,30,Action,Sony Music Entertainment,J.C.Staff
AD Police,6.28,"Sci-Fi, Adventure, Mystery, Dementia, Police, Psychological, Thriller, Mecha",OVA,3,"Bandai Visual, Youmex","AIC, Artmic",Original,24 min. per ep.,24,Sci-Fi,Bandai Visual,AIC
Bubblegum Crisis,7.29,"Adventure, Mecha, Sci-Fi, Shounen",OVA,8,Youmex,"AIC, Artmic, Darts",Original,41 min. per ep.,41,Sci-Fi,Youmex,AIC
Bubblegum Crash,6.54,"Action, Adventure, Mecha, Sci-Fi, Shounen",OVA,3,Artmic,Darts,Original,45 min. per ep.,45,Action,Artmic,Darts
A.D. Police (TV),6.02,"Action, Sci-Fi, Mecha, Shounen",TV,12,AIC,Plum,Original,24 min. per ep.,24,Action,AIC,Plum
Parasite Dolls,6.57,"Action, Sci-Fi, Police, Mecha",OVA,3,Imagica,AIC,Original,30 min. per ep.,30,Action,Imagica,AIC
Angel Cop,5.94,"Action, Sci-Fi, Police",OVA,6,"Geneon Universal Entertainment, Soeishinsha",D.A.S.T.,Original,30 min. per ep.,30,Action,Geneon Universal Entertainment,D.A.S.T.
Cyber City Oedo 808,7.18,"Action, Adventure, Police, Sci-Fi",OVA,3,Japan Home Video,Madhouse,Original,45 min. per ep.,45,Action,Japan Home Video,Madhouse
Shin Hokuto no Ken,6.97,"Action, Martial Arts, Sci-Fi, Shounen",OVA,3,"OB Planning, Kitty Films, Sega",A.C.G.T.,Novel,58 min. per ep.,58,Action,Sega,A.C.G.T.
Nikutai Ten'i,6.33,"Hentai, Yuri",OVA,2,Green Bunny,Arms,Visual novel,30 min. per ep.,30,Hentai,Green Bunny,Arms
Final Fantasy: The Spirits Within,6.37,Sci-Fi,Movie,1,Sony Music Entertainment,Square Enix,Game,1 hr. 40 min.,100,Sci-Fi,Sony Music Entertainment,Square Enix
Detective Conan Movie 04: Captured in Her Eyes,8.04,"Adventure, Mystery, Comedy, Police, Shounen",Movie,1,Polygram Japan,TMS Entertainment,Manga,1 hr. 40 min.,100,Comedy,Polygram Japan,TMS Entertainment
Atama Yama,6.45,"Comedy, Dementia, Psychological, Fantasy",Movie,1,"Yamamura Animation, Inc.",Studio Deen,Other,10 min.,10,Comedy,Yamamura Animation,Studio Deen
Hi no Tori,7.11,"Sci-Fi, Adventure, Historical, Supernatural, Drama",TV,13,"NHK, Tohokushinsha Film Corporation",Tezuka Productions,Manga,25 min. per ep.,25,Drama,NHK,Tezuka Productions
Taiho Shichau zo (TV),7.54,"Action, Comedy, Police, Seinen",TV,47,"Bandai Visual, TBS, Kodansha, Nichion",Studio Deen,Manga,24 min. per ep.,24,Comedy,Bandai Visual,Studio Deen
Kyoushoku Soukou Guyver (2005),7.26,"Adventure, Sci-Fi, Shounen",TV,26,Imagine,OLM,Manga,23 min. per ep.,23,Sci-Fi,Imagine,OLM
Seikai no Monshou Special,7.22,"Action, Military, Romance, Sci-Fi, Space",Special,1,"Bandai Visual, WOWOW",Sunrise,Light novel,1 hr. 30 min.,90,Action,Bandai Visual,Sunrise
Yuuwaku Countdown,5.83,"Action, Comedy, Fantasy, Hentai, Horror, Mecha, Romance, Supernatural",OVA,6,Pink Pineapple,AIC,Manga,15 min. per ep.,15,Comedy,Pink Pineapple,AIC
Kyuuketsuhime Miyu,6.99,"Action, Horror, Demons, Drama, Vampire, Shoujo",OVA,4,"Pony Canyon, Soeishinsha",AIC,Manga,28 min. per ep.,28,Action,Pony Canyon,AIC
Blood Royale,5.63,Hentai,OVA,2,Discovery,AT-2,Visual novel,30 min. per ep.,30,Hentai,Discovery,AT-2
Yakin Byoutou,6.31,Hentai,OVA,10,Discovery,AT-2,Visual novel,30 min. per ep.,30,Hentai,Discovery,AT-2
Yakin Byoutou Ni,6.13,Hentai,OVA,5,"D3, Discovery",AT-2,Visual novel,30 min. per ep.,30,Hentai,Discovery,AT-2
Yakin Byoutou San,6.23,Hentai,OVA,3,"D3, Discovery",Arms,Visual novel,30 min. per ep.,30,Hentai,Discovery,Arms
Macross 7,7.13,"Action, Military, Sci-Fi, Adventure, Music, Space, Comedy, Drama, Romance, Mecha, Shounen",TV,49,"Mainichi Broadcasting System, Studio Nue",Production Reed,Original,25 min. per ep.,25,Comedy,Mainichi Broadcasting System,Production Reed
Macross Dynamite 7,6.84,"Sci-Fi, Adventure, Space, Comedy, Mecha, Shounen",OVA,4,"Mainichi Broadcasting System, Studio Nue",Production Reed,Original,30 min. per ep.,30,Comedy,Mainichi Broadcasting System,Production Reed
Macross 7 Encore,6.97,"Action, Sci-Fi, Music, Space, Comedy, Drama, Mecha, Shounen",OVA,3,"Bandai Visual, Mainichi Broadcasting System, Studio Nue",Production Reed,Original,24 min. per ep.,24,Comedy,Bandai Visual,Production Reed
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,6.93,"Action, Sci-Fi, Adventure, Music, Comedy, Drama, Mecha, Shounen",Movie,1,"Mainichi Broadcasting System, Studio Nue",Production Reed,Original,33 min.,33,Comedy,Mainichi Broadcasting System,Production Reed
Bible Black: New Testament,6.74,Hentai,OVA,6,"Milky Animation Label, Active",Studio Jam,Visual novel,30 min. per ep.,30,Hentai,Milky Animation Label,Studio Jam
Flutter of Birds: Tori-tachi no Habataki,5.72,Hentai,OVA,2,"Silky’s, Himajin Planning",Arms,Visual novel,30 min. per ep.,30,Hentai,Silky’s,Arms
Kao no nai Tsuki,6.66,Hentai,OVA,5,Pink Pineapple,Imagin,Visual novel,30 min. per ep.,30,Hentai,Pink Pineapple,Imagin
IGPX: Immortal Grand Prix,6.58,"Sports, Mecha, Sci-Fi, Shounen",TV,5,Bee Train,Production I.G,Original,5 min. per ep.,5,Sci-Fi,Bee Train,Production I.G
IGPX: Immortal Grand Prix (2005) 2nd Season,7.29,"Mecha, Sci-Fi, Shounen, Sports",TV,13,"Bee Train, Bandai Visual",Production I.G,Original,24 min. per ep.,24,Sci-Fi,Bandai Visual,Production I.G
VS Knight Lamune & 40 Fresh,5.69,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,6,Starchild Records,Production Reed,Original,28 min. per ep.,28,Comedy,Starchild Records,Production Reed
Lupin III,7.67,"Action, Adventure, Mystery, Comedy, Seinen",TV,23,"TMS Entertainment, Group TAC",Tokyo Movie Shinsha,Manga,25 min. per ep.,25,Comedy,TMS Entertainment,Tokyo Movie Shinsha
Lupin III: Alcatraz Connection,7.09,"Action, Adventure, Comedy, Seinen",Special,1,"VAP, Nippon Television Network",TMS Entertainment,Manga,1 hr. 31 min.,91,Comedy,VAP,TMS Entertainment
Lupin III: Dead or Alive,7.17,"Action, Adventure, Mystery, Comedy, Seinen",Movie,1,"VAP, Tohokushinsha Film Corporation",Tokyo Movie Shinsha,Manga,1 hr. 37 min.,97,Comedy,VAP,Tokyo Movie Shinsha
Lupin III: Part II,7.8,"Action, Adventure, Mystery, Comedy, Seinen",TV,155,"VAP, Animax, Studio Jack",Tokyo Movie Shinsha,Manga,25 min. per ep.,25,Comedy,VAP,Tokyo Movie Shinsha
Lupin III: Ikiteita Majutsushi,6.04,"Action, Adventure, Mystery, Comedy, Seinen",OVA,1,"VAP, Tohokushinsha Film Corporation",TMS Entertainment,Manga,50 min.,50,Comedy,VAP,TMS Entertainment
Lupin III: Fuuma Ichizoku no Inbou,7.28,"Action, Adventure, Mystery, Comedy, Seinen",Movie,1,Toho,Tokyo Movie Shinsha,Manga,1 hr. 13 min.,73,Comedy,Toho,Tokyo Movie Shinsha
Alexander Senki,5.71,"Action, Adventure, Fantasy, Historical, Sci-Fi, Supernatural",TV,13,"Media Factory, TBS, Kadokawa Haruki Corporation, Samsung, Namisokan",Madhouse,Novel,23 min. per ep.,23,Action,TBS,Madhouse
Sol Bianca,6.34,"Action, Sci-Fi, Adventure, Space",OVA,2,"Half H.P Studio, NEC Avenue",AIC,Original,54 min. per ep.,54,Action,Half H.P Studio,AIC
Brigadoon: Marin to Melan,7.26,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,Bandai Visual,Sunrise,Original,24 min. per ep.,24,Comedy,Bandai Visual,Sunrise
Maison Ikkoku,8.18,"Slice of Life, Comedy, Drama, Romance, Seinen",TV,96,Kitty Films,Studio Deen,Manga,25 min. per ep.,25,Comedy,Kitty Films,Studio Deen
Kemonozume,7.39,"Action, Demons, Horror, Romance, Supernatural",TV,13,"WOWOW, Imagine",Madhouse,Original,23 min. per ep.,23,Action,Imagine,Madhouse
L/R: Licensed by Royal,6.49,"Action, Adventure, Police, Mystery",TV,12,"Victor Entertainment, Fuji TV, Pioneer LDC",TNK,Original,23 min. per ep.,23,Action,Fuji TV,TNK
Key the Metal Idol,6.92,"Action, Sci-Fi, Music, Psychological, Drama, Mecha",OVA,15,"VIZ Media, Pony Canyon, Fuji TV, Fuji Creative",Studio Pierrot,Original,34 min. per ep.,34,Action,Pony Canyon,Studio Pierrot
Uchuu no Kishi Tekkaman Blade,7.46,"Action, Adventure, Space, Mecha, Romance, Military, Drama, Sci-Fi, Shounen",TV,49,"Sotsu, Studio Jack",Tatsunoko Production,Original,25 min. per ep.,25,Action,Sotsu,Tatsunoko Production
Memories,7.73,"Drama, Horror, Psychological, Sci-Fi",Movie,3,"Bandai Visual, Shochiku, Victor Entertainment, Kodansha","Madhouse, Studio 4°C",Manga,37 min. per ep.,37,Drama,Bandai Visual,Madhouse
Hakaima Sadamitsu,6.88,"Action, Mecha, School, Sci-Fi, Seinen",TV,10,Aniplex,Studio Deen,Manga,22 min. per ep.,22,Action,Aniplex,Studio Deen
Hakugei Densetsu,6.64,"Sci-Fi, Adventure, Space",TV,26,"Tezuka Productions, Sony Music Entertainment, Image Kei","Studio Junio, Annapuru",Original,23 min. per ep.,23,Sci-Fi,Sony Music Entertainment,Studio Junio
Baoh Raihousha,6.12,"Action, Sci-Fi, Super Power, Martial Arts, Shounen",OVA,1,"Toho, Shueisha",Studio Pierrot,Manga,48 min.,48,Action,Shueisha,Studio Pierrot
City Hunter,7.93,"Action, Comedy, Mystery, Shounen",TV,51,Aniplex,Sunrise,Manga,25 min. per ep.,25,Comedy,Aniplex,Sunrise
D.Gray-man,8.05,"Action, Adventure, Comedy, Super Power, Demons, Shounen",TV,103,"TV Tokyo, Aniplex, Dentsu, Half H.P Studio, Sony Music Entertainment, Studio Jack",TMS Entertainment,Manga,23 min. per ep.,23,Comedy,Aniplex,TMS Entertainment
Master Keaton,7.61,"Adventure, Drama, Historical, Mystery, Seinen, Slice of Life",TV,24,"VAP, Shogakukan-Shueisha Productions",Madhouse,Manga,23 min. per ep.,23,Drama,VAP,Madhouse
Youma,6.09,"Action, Demons, Fantasy, Horror, Supernatural",OVA,2,animate Film,J.C.Staff,Manga,38 min. per ep.,38,Action,animate Film,J.C.Staff
Akachan to Boku,7.86,"Comedy, Drama, Shoujo",TV,35,"TV Tokyo, Youmex, Yomiuri Advertising",Studio Pierrot,Manga,25 min. per ep.,25,Comedy,TV Tokyo,Studio Pierrot
Kodomo no Omocha (TV),8.04,"Comedy, Drama, Romance, Shoujo",TV,102,"TV Tokyo, Nihon Ad Systems, Pony Canyon",Gallop,Manga,22 min. per ep.,22,Comedy,TV Tokyo,Gallop
.hack//Unison,6.68,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Special,1,"Bandai Visual, Bandai",Bee Train,Original,24 min.,24,Comedy,Bandai Visual,Bee Train
Renkin San-kyuu Magical? Pokaan Specials,6.91,"Comedy, Parody, Magic, Ecchi, Vampire",Special,3,"Genco, Lantis, Media Factory",Remic,Original,14 min. per ep.,14,Comedy,Lantis,Remic
Ginga Tetsudou Monogatari,7.16,"Action, Adventure, Drama, Sci-Fi, Space",TV,26,"Ginga Ya, Studio Kyuuma, Trilogy Future Studio",Planet,Original,24 min. per ep.,24,Action,Studio Kyuuma,Planet
Darkside Blues,6.09,"Horror, Mystery, Psychological, Sci-Fi",Movie,1,Akita Shoten,J.C.Staff,Manga,1 hr. 23 min.,83,Sci-Fi,Akita Shoten,J.C.Staff
Black Blood Brothers,7.14,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,"Toshiba Entertainment, Happinet Pictures",Group TAC,Light novel,25 min. per ep.,25,Comedy,Happinet Pictures,Group TAC
Teizokurei Daydream,6.21,"Comedy, Horror, Supernatural, Drama, Ecchi",OVA,4,"Bandai Visual, Imagine",Hal Film Maker,Manga,24 min. per ep.,24,Comedy,Bandai Visual,Hal Film Maker
Sci-fi Harry,6.21,"Drama, Horror, Sci-Fi",TV,20,"TV Asahi, Nagoya Broadcasting Network",APPP,Manga,25 min. per ep.,25,Drama,TV Asahi,APPP
Mamotte! Lollipop,6.68,"Adventure, Comedy, Magic, Romance, Shoujo",TV,13,Delfi Sound,Studio Comet,Manga,25 min. per ep.,25,Comedy,Delfi Sound,Studio Comet
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.97,"Comedy, Magic, Romance, Sci-Fi",OVA,6,"Media Factory, KlockWorx, Toshiba Entertainment",TNK,Manga,24 min. per ep.,24,Comedy,KlockWorx,TNK
Kirarin☆Revolution,7.07,"Comedy, Drama, Romance, Shoujo",TV,153,"Shogakukan-Shueisha Productions, VIZ Media, G&G Entertainment, MediaNet, Sony Music Entertainment",SynergySP,Manga,22 min. per ep.,22,Comedy,Sony Music Entertainment,SynergySP
Silent Möbius,6.8,"Action, Sci-Fi, Comedy, Horror, Drama, Magic, Romance, Fantasy",TV,26,Sotsu,Radix,Manga,24 min. per ep.,24,Comedy,Sotsu,Radix
Black Lagoon: The Second Barrage,8.19,"Action, Seinen",TV,12,"Geneon Universal Entertainment, Front Line",Madhouse,Manga,24 min. per ep.,24,Action,Geneon Universal Entertainment,Madhouse
Black Jack,7.74,"Drama, Mystery, Psychological, Thriller",OVA,12,"Animax, Akita Shoten",Tezuka Productions,Manga,50 min. per ep.,50,Drama,Animax,Tezuka Productions
Fuujin Monogatari,7.22,"Slice of Life, Fantasy, Supernatural, School, Drama",TV,13,"Tohokushinsha Film Corporation, Hakuhodo DY Media Partners, Sky Perfect Communications, Culture Publishers",Production I.G,Original,25 min. per ep.,25,Drama,Tohokushinsha Film Corporation,Production I.G
Pokemon Crystal: Raikou Ikazuchi no Densetsu,6.87,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,Studio Jack,OLM,Game,1 hr. 9 min.,69,Comedy,Studio Jack,OLM
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,7.31,"Action, Adventure, Kids, Drama, Fantasy",Movie,1,"Shogakukan-Shueisha Productions, Studio Jack",OLM,Game,1 hr. 40 min.,100,Action,Shogakukan-Shueisha Productions,OLM
Pokemon: Senritsu no Mirage Pokemon,6.48,"Adventure, Comedy, Fantasy, Kids",ONA,1,"VIZ Media, Studio Jack",OLM,Game,42 min.,42,Comedy,Studio Jack,OLM
Bishoujo Yuugekitai Battle Skipper,5.25,"Sci-Fi, Comedy, Mecha",OVA,3,"Tokyo Kids, Victor Entertainment",Artmic,Original,27 min. per ep.,27,Comedy,Victor Entertainment,Artmic
Kanon (2006),8.01,"Slice of Life, Supernatural, Drama, Romance",TV,24,"Pony Canyon, TBS, Movic",Kyoto Animation,Visual novel,24 min. per ep.,24,Drama,Movic,Kyoto Animation
Suki na Mono wa Suki Dakara Shou ga Nai!!,6.71,"Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life",TV,12,"Bandai Visual, Lantis, Movic",Zexcs,Visual novel,24 min. per ep.,24,Comedy,Lantis,Zexcs
Ai Tenshi Densetsu Wedding Peach,6.69,"Adventure, Magic, Comedy, Romance, Shoujo",TV,51,"KSS, Nihon Ad Systems, Studio Jack",OLM,Manga,24 min. per ep.,24,Comedy,Nihon Ad Systems,OLM
Futari wa Precure: Splash☆Star,7.13,"Action, Comedy, Magic, Fantasy, Shoujo",TV,49,Asahi Broadcasting,Toei Animation,Original,24 min. per ep.,24,Comedy,Asahi Broadcasting,Toei Animation
Death Note,8.63,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",TV,37,"VAP, Konami, Ashi Production, Nippon Television Network, Shueisha",Madhouse,Manga,23 min. per ep.,23,Shounen,Shueisha,Madhouse
Busou Renkin,7.35,"Action, Fantasy, Supernatural, Comedy, School, Shounen",TV,26,"Geneon Universal Entertainment, Yomiko Advertising, Shueisha, Imagine",Xebec,Manga,24 min. per ep.,24,Comedy,Shueisha,Xebec
Genshi Shounen Ryuu,6.3,"Action, Sci-Fi, Adventure, Romance, Shounen",TV,22,TBS,Toei Animation,Manga,25 min. per ep.,25,Action,TBS,Toei Animation
Pumpkin Scissors,7.18,"Action, Comedy, Drama, Military",TV,24,"GDH, Sotsu Music Publishing","Gonzo, AIC",Manga,23 min. per ep.,23,Comedy,GDH,AIC
Souten no Ken,6.69,"Action, Historical, Martial Arts",TV,22,TV Asahi,APPP,Manga,27 min. per ep.,27,Action,TV Asahi,APPP
Brain Powerd,6.11,"Action, Adventure, Mecha, Sci-Fi",TV,26,"Bandai Visual, WOWOW",Sunrise,Original,25 min. per ep.,25,Action,Bandai Visual,Sunrise
Super Robot Taisen OG The Animation,6.68,"Mecha, Sci-Fi, Shounen, Space",OVA,3,Bandai Visual,Brain's Base,Game,28 min. per ep.,28,Sci-Fi,Bandai Visual,Brain's Base
Negima!?,7.02,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School",TV,26,GANSIS,Shaft,Manga,23 min. per ep.,23,Comedy,GANSIS,Shaft
Shin Taketori Monogatari: 1000-nen Joou,7.2,"Sci-Fi, Mystery, Drama",TV,42,Fuji TV,Toei Animation,Manga,24 min. per ep.,24,Drama,Fuji TV,Toei Animation
Attack No.1,6.76,"Drama, Shoujo, Sports",TV,104,Fuji TV,Tokyo Movie Shinsha,Manga,24 min. per ep.,24,Drama,Fuji TV,Tokyo Movie Shinsha
Queen Emeraldas,6.89,"Action, Sci-Fi, Adventure, Space",OVA,4,"Four Some, Dynamic Planning",OLM,Manga,36 min. per ep.,36,Action,Dynamic Planning,OLM
Asatte no Houkou.,7.07,"Supernatural, Drama",TV,12,"Bandai Visual, Lantis, TBS, Mag Garden",J.C.Staff,Manga,25 min. per ep.,25,Drama,Lantis,J.C.Staff
Tokimeki Memorial: Only Love,7.07,"Comedy, Harem, Romance, School",TV,25,Konami,"Studio Pierrot, AIC ASTA",Game,24 min. per ep.,24,Comedy,Konami,Studio Pierrot
Kikoushi Enma,7.13,"Horror, Demons, Supernatural, Magic, Ecchi, Fantasy, Seinen",OVA,4,Bandai Visual,Brain's Base,Manga,40 min. per ep.,40,Fantasy,Bandai Visual,Brain's Base
Shounen Onmyouji,7.59,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",TV,26,"Sotsu, Marine Entertainment",Studio Deen,Light novel,23 min. per ep.,23,Action,Sotsu,Studio Deen
